FUNDING,name,State
181756,lung,Others
162659,alcohol,Others
260263,alcohol,Others
408743,lung,Others
577310,aging,Others
161231,aging,Others
48576,tumor,Others
429125,lung,Others
454953,brain,Others
294500,breast,Others
384530,aging,Others
322663,tumor,Others
487095,aging,Others
4229079,hiv,Others
70502,aging,Others
232500,immune,Others
509870,aging,Others
34177,breast,Others
515531,lung,Others
341e3,immune,Others
377811,aging,Others
130107,aging,Others
322663,tumor,Others
837882,hiv,Others
2206197,breast,Others
65163,aging,Others
414906,immune,Others
870927,lung,Others
1,aging,Others
94093,hiv,Others
186368,aging,Others
483081,hiv,Others
34343,alcohol,Others
1680258,lung,Others
302250,lung,Others
190712,brain,Others
171176,stress,Others
383313,diabetes,Others
431238,aging,Others
403749,immune,Others
541282,hiv,Others
37301,breast,Others
317750,aging,Others
641007,hiv,Others
549886,diabetes,Others
543439,stress,Others
148644,brain,Others
289547,tumor,Others
343664,lung,Others
316482,aging,Others
368125,lung,Others
410556,aging,Others
620041,diabetes,Others
444906,diabetes,Others
224635,hiv,Others
212911,aging,Others
615459,aging,Others
929804,aging,Others
500978,stress,Others
539306,aging,Others
746731,aging,Others
458787,hiv,Others
109064,brain,Others
429290,diabetes,Others
625704,lung,Others
521031,aging,Others
299999,breast,Others
2047230,brain,Others
155304,diabetes,Others
340156,brain,Others
34520,hiv,Others
512654,tumor,Others
673407,aging,Others
649872,aging,Others
93e4,breast,Others
387500,immune,Others
689960,alcohol,Others
180499,aging,Others
889101,aging,Others
33066,lung,Others
715718,diabetes,Others
565260,lung,Others
369639,immune,Others
406525,brain,Others
228150,stress,Others
340156,brain,Others
349875,breast,Others
423710,immune,Others
387500,diabetes,Others
681927,diabetes,Others
202621,aging,Others
182303,alcohol,Others
20809,aging,Others
513527,aging,Others
232500,aging,Others
478950,diabetes,Others
775777,brain,Others
174960,tumor,Others
564411,lung,Others
387500,hiv,Others
43940,aging,Others
565760,diabetes,Others
40560,lung,Others
229512,hiv,Others
764345,stress,Others
374583,hiv,Others
116250,brain,Others
475550,lung,Others
76725,hiv,Others
662200,alcohol,Others
338213,stress,Others
248611,brain,Others
232500,brain,Others
399969,aging,Others
432973,tumor,Others
220194,diabetes,Others
665001,aging,Others
461991,aging,Others
218987,lung,Others
431392,immune,Others
387500,aging,Others
140454,aging,Others
635259,brain,Others
77500,tumor,Others
373313,lung,Others
498977,lung,Others
1379454,diabetes,Others
156404,aging,Others
56118,hiv,Others
67813,hiv,Others
317750,aging,Others
354563,tumor,Others
774368,brain,Others
487618,hiv,Others
463233,diabetes,Others
485078,lung,Others
191765,breast,Others
313554,aging,Others
549985,aging,Others
388750,immune,Others
225475,brain,Others
168563,tumor,Others
387500,lung,Others
415648,lung,Others
193750,brain,Others
387500,immune,Others
232500,stress,Others
65023,aging,Others
270580,aging,Others
34484,stress,Others
387500,lung,Others
338213,brain,Others
339063,brain,Others
64146,tumor,Others
358694,aging,Others
5e5,hiv,Others
242270,diabetes,Others
232500,brain,Others
581720,immune,Others
227e3,brain,Others
312789,aging,Others
644770,hiv,Others
358796,brain,Others
417306,stress,Others
334253,brain,Others
167112,diabetes,Others
116250,aging,Others
475419,alcohol,Others
557618,diabetes,Others
150169,breast,Others
288732,aging,Others
241722,immune,Others
371888,stress,Others
140697,hiv,Others
31066,hiv,Others
42446,tumor,Others
19e4,aging,Others
311600,brain,Others
248953,tumor,Others
361546,aging,Others
626520,lung,Others
610264,aging,Others
112064,tumor,Others
1287226,aging,Others
636646,hiv,Others
116402,diabetes,Others
682062,brain,Others
564050,brain,Others
386360,brain,Others
1023283,aging,Others
364209,brain,Others
38e4,immune,Others
223405,aging,Others
654285,hiv,Others
228e3,aging,Others
456188,brain,Others
577963,hiv,Others
307800,alcohol,Others
318994,aging,Others
393200,immune,Others
347700,lung,Others
2262372,lung,Others
519320,brain,Others
76e3,brain,Others
627046,hiv,Others
432155,breast,Others
29731,brain,Others
38e4,immune,Others
374783,aging,Others
567603,breast,Others
581567,diabetes,Others
129978,hiv,Others
1666953,tumor,Others
452053,aging,Others
135866,brain,Others
366653,breast,Others
462062,hiv,Others
376200,hiv,Others
177690,aging,Others
348844,tumor,Others
190106,tumor,Others
333179,diabetes,Others
578622,hiv,Others
218511,brain,Others
49376,hiv,Others
219289,hiv,Others
631161,immune,Others
329576,brain,Others
371612,immune,Others
654664,tumor,Others
106786,brain,Others
228e3,immune,Others
94145,lung,Others
493422,brain,Others
533374,hiv,Others
45121,hiv,Others
1070498,hiv,Others
561639,hiv,Others
1816478,brain,Others
301035,aging,Others
245268,lung,Others
29418022,hiv,Others
332500,alcohol,Others
504704,aging,Others
184194,aging,Others
29161,brain,Others
73893,aging,Others
706962,hiv,Others
582078,diabetes,Others
315400,lung,Others
292968,diabetes,Others
817524,lung,Others
912e3,tumor,Others
29275,breast,Others
371378,immune,Others
299323,aging,Others
39625,aging,Others
161088,aging,Others
327690,tumor,Others
380049,lung,Others
684645,immune,Others
38e4,immune,Others
657893,hiv,Others
122858,brain,Others
85786,aging,Others
233407,alcohol,Others
393323,brain,Others
325e3,aging,Others
152714,brain,Others
568928,diabetes,Others
198360,stress,Others
228967,hiv,Others
38e4,immune,Others
310213,breast,Others
327031,brain,Others
2533972,aging,Others
344040,tumor,Others
284112,alcohol,Others
647935,brain,Others
379020,lung,Others
339750,hiv,Others
335975,alcohol,Others
636654,hiv,Others
287177,breast,Others
40321,alcohol,Others
637712,immune,Others
35126,alcohol,Others
183850,stress,Others
35126,alcohol,Others
149772,alcohol,Others
310372,hiv,Others
365025,stress,Others
468792,alcohol,Others
87542,alcohol,Others
124050,hiv,Others
141e3,stress,Others
378803,aging,Others
209827,alcohol,Others
325364,aging,Others
511509,hiv,Others
13841,hiv,Others
373673,hiv,Others
357511,alcohol,Others
191875,hiv,Others
317426,brain,Others
357065,alcohol,Others
749422,hiv,Others
340977,hiv,Others
325531,immune,Others
43576,alcohol,Others
191875,diabetes,Others
413171,hiv,Others
579079,hiv,Others
28360,hiv,Others
12933,brain,Others
717099,aging,Others
43576,alcohol,Others
484455,hiv,Others
177671,stress,Others
299206,aging,Others
356845,immune,Others
186246,hiv,Others
344269,tumor,Others
296102,aging,Others
376250,aging,Others
73818,stress,Others
374745,tumor,Others
123700,hiv,Others
516227,diabetes,Others
737433,hiv,Others
309559,tumor,Others
540444,hiv,Others
376250,diabetes,Others
495408,hiv,Others
312288,tumor,Others
744839,hiv,Others
437718,tumor,Others
188125,hiv,Others
624647,hiv,Others
752188,brain,Others
326008,tumor,Others
255944,breast,Others
86074,tumor,Others
32057,alcohol,Others
75250,hiv,Others
108761,alcohol,Others
372487,hiv,Others
154958,tumor,Others
153104,hiv,Others
376250,hiv,Others
375316,immune,Others
371250,hiv,Others
343340,hiv,Others
60494,tumor,Others
486376,immune,Others
113238,alcohol,Others
863075,hiv,Others
431784,aging,Others
371250,hiv,Others
33012,stress,Others
225750,hiv,Others
44956,alcohol,Others
591050,alcohol,Others
254972,hiv,Others
701573,hiv,Others
306114,hiv,Others
581175,diabetes,Others
365689,hiv,Others
417524,aging,Others
571040,aging,Others
28645,tumor,Others
189375,aging,Others
260176,alcohol,Others
168480,brain,Others
197649,alcohol,Others
187200,alcohol,Others
188952,brain,Others
408606,immune,Others
285264,aging,Others
313325,breast,Others
180013,alcohol,Others
330313,brain,Others
182760,immune,Others
1785e3,aging,Others
43935,diabetes,Others
335472,alcohol,Others
148257,alcohol,Others
591899,alcohol,Others
486480,brain,Others
415528,brain,Others
346461,tumor,Others
187617,alcohol,Others
75604,breast,Others
262584,diabetes,Others
546263,brain,Others
2184151,brain,Others
657490,hiv,Others
27947,diabetes,Others
330313,brain,Others
43576,alcohol,Others
133919,stress,NORTH CAROLINA
391247,alcohol,NORTH CAROLINA
284694,brain,Others
281299,brain,Others
345e3,lung,Others
312750,hiv,Others
319375,stress,TEXAS
538060,hiv,TEXAS
73e3,aging,TEXAS
334839,hiv,TEXAS
190530,aging,TEXAS
1224442,brain,TEXAS
532001,hiv,TEXAS
331697,aging,TEXAS
73e3,lung,TEXAS
414368,hiv,TEXAS
248617,stress,TEXAS
73e3,brain,TEXAS
64470,aging,Others
437958,aging,Others
296831,aging,Others
231750,immune,Others
58002,brain,Others
282505,diabetes,Others
520890,brain,Others
60305,aging,Others
360494,brain,Others
308836,breast,Others
37e4,aging,Others
1205131,diabetes,Others
305069,tumor,Others
468151,aging,Others
316766,aging,Others
380217,lung,Others
748540,aging,Others
2137761,diabetes,Others
155135,diabetes,Others
927220,aging,Others
196623,tumor,Others
338406,breast,Others
507549,breast,Others
78125,breast,Others
495362,breast,Others
85440,aging,Others
565750,aging,Others
54294,aging,Others
283283,stress,Others
398414,aging,Others
54294,immune,Others
123735,alcohol,Others
201250,aging,PENNSYLVANIA
201250,brain,PENNSYLVANIA
24e4,aging,PENNSYLVANIA
463259,hiv,PENNSYLVANIA
1230515,hiv,PENNSYLVANIA
389662,tumor,PENNSYLVANIA
1e4,aging,PENNSYLVANIA
288619,brain,PENNSYLVANIA
5e4,hiv,PENNSYLVANIA
2003747,hiv,PENNSYLVANIA
649474,brain,PENNSYLVANIA
368288,breast,PENNSYLVANIA
4e5,immune,PENNSYLVANIA
344994,brain,PENNSYLVANIA
401667,immune,PENNSYLVANIA
648826,brain,PENNSYLVANIA
170798,hiv,PENNSYLVANIA
4e5,aging,PENNSYLVANIA
499927,hiv,PENNSYLVANIA
654114,alcohol,PENNSYLVANIA
568206,lung,PENNSYLVANIA
330050,stress,PENNSYLVANIA
311763,stress,PENNSYLVANIA
2e4,aging,PENNSYLVANIA
181896,aging,PENNSYLVANIA
816112,immune,PENNSYLVANIA
603486,hiv,PENNSYLVANIA
182002,aging,PENNSYLVANIA
298877,aging,PENNSYLVANIA
47711,tumor,PENNSYLVANIA
574565,hiv,PENNSYLVANIA
30241,immune,PENNSYLVANIA
190307,brain,PENNSYLVANIA
4e5,aging,PENNSYLVANIA
345139,diabetes,PENNSYLVANIA
358465,brain,PENNSYLVANIA
57285,brain,PENNSYLVANIA
710609,aging,PENNSYLVANIA
504316,stress,PENNSYLVANIA
494754,hiv,PENNSYLVANIA
174816,lung,PENNSYLVANIA
355852,hiv,PENNSYLVANIA
250940,brain,PENNSYLVANIA
2e5,aging,PENNSYLVANIA
337e3,tumor,PENNSYLVANIA
147312,hiv,PENNSYLVANIA
673456,breast,PENNSYLVANIA
445547,aging,PENNSYLVANIA
80500,lung,PENNSYLVANIA
613239,aging,PENNSYLVANIA
640740,brain,PENNSYLVANIA
391197,lung,PENNSYLVANIA
1159608,stress,PENNSYLVANIA
182110,alcohol,PENNSYLVANIA
468545,hiv,PENNSYLVANIA
29785,aging,PENNSYLVANIA
579214,immune,PENNSYLVANIA
103184,aging,PENNSYLVANIA
570468,stress,PENNSYLVANIA
544582,tumor,PENNSYLVANIA
2e5,immune,PENNSYLVANIA
327652,tumor,PENNSYLVANIA
762259,brain,PENNSYLVANIA
1103748,aging,PENNSYLVANIA
241e3,lung,PENNSYLVANIA
62281,stress,PENNSYLVANIA
187496,stress,PENNSYLVANIA
209206,hiv,PENNSYLVANIA
491014,brain,PENNSYLVANIA
152104,aging,PENNSYLVANIA
651741,hiv,PENNSYLVANIA
4e5,immune,PENNSYLVANIA
636481,lung,PENNSYLVANIA
56118,alcohol,PENNSYLVANIA
134082,lung,PENNSYLVANIA
187457,breast,PENNSYLVANIA
4e5,immune,PENNSYLVANIA
695610,hiv,PENNSYLVANIA
70348,diabetes,PENNSYLVANIA
399065,hiv,PENNSYLVANIA
332e3,tumor,PENNSYLVANIA
663066,lung,PENNSYLVANIA
56118,stress,PENNSYLVANIA
30400,lung,PENNSYLVANIA
498724,aging,PENNSYLVANIA
190717,aging,PENNSYLVANIA
4e5,aging,PENNSYLVANIA
86741,hiv,PENNSYLVANIA
522974,hiv,PENNSYLVANIA
140571,immune,PENNSYLVANIA
89840,aging,PENNSYLVANIA
2316462,hiv,PENNSYLVANIA
30341,aging,PENNSYLVANIA
210284,aging,PENNSYLVANIA
430890,brain,PENNSYLVANIA
538492,aging,PENNSYLVANIA
199718,hiv,PENNSYLVANIA
30222,hiv,PENNSYLVANIA
672778,aging,PENNSYLVANIA
366e3,lung,PENNSYLVANIA
288708,brain,PENNSYLVANIA
267675,hiv,PENNSYLVANIA
175176,stress,PENNSYLVANIA
348918,brain,PENNSYLVANIA
749101,hiv,PENNSYLVANIA
332e3,tumor,PENNSYLVANIA
4e5,immune,PENNSYLVANIA
175176,lung,PENNSYLVANIA
1899550,diabetes,PENNSYLVANIA
43576,immune,PENNSYLVANIA
726955,lung,PENNSYLVANIA
417457,immune,PENNSYLVANIA
30341,breast,PENNSYLVANIA
381085,brain,PENNSYLVANIA
305006,diabetes,PENNSYLVANIA
828724,hiv,PENNSYLVANIA
366e3,immune,PENNSYLVANIA
4e5,tumor,PENNSYLVANIA
598375,aging,PENNSYLVANIA
538156,brain,PENNSYLVANIA
294028,aging,PENNSYLVANIA
43576,brain,PENNSYLVANIA
562825,tumor,PENNSYLVANIA
364500,aging,PENNSYLVANIA
1253197,aging,PENNSYLVANIA
12e5,stress,PENNSYLVANIA
208800,aging,PENNSYLVANIA
175088,tumor,PENNSYLVANIA
451681,diabetes,PENNSYLVANIA
299194,hiv,PENNSYLVANIA
656544,hiv,PENNSYLVANIA
401769,diabetes,PENNSYLVANIA
29885,tumor,PENNSYLVANIA
58002,lung,PENNSYLVANIA
653379,aging,PENNSYLVANIA
698262,aging,PENNSYLVANIA
334286,breast,PENNSYLVANIA
859974,hiv,PENNSYLVANIA
147306,stress,PENNSYLVANIA
363188,aging,PENNSYLVANIA
660298,hiv,PENNSYLVANIA
335520,aging,PENNSYLVANIA
117948,lung,PENNSYLVANIA
318161,immune,PENNSYLVANIA
313950,tumor,PENNSYLVANIA
364750,immune,PENNSYLVANIA
564302,brain,PENNSYLVANIA
160839,aging,PENNSYLVANIA
155774,brain,PENNSYLVANIA
2e5,brain,PENNSYLVANIA
56118,tumor,PENNSYLVANIA
58002,tumor,PENNSYLVANIA
532571,hiv,PENNSYLVANIA
327043,alcohol,PENNSYLVANIA
2e5,immune,PENNSYLVANIA
604737,aging,PENNSYLVANIA
1388771,hiv,PENNSYLVANIA
279366,tumor,PENNSYLVANIA
357673,lung,PENNSYLVANIA
332e3,tumor,PENNSYLVANIA
4e5,stress,PENNSYLVANIA
501030,aging,PENNSYLVANIA
471643,hiv,PENNSYLVANIA
237993,brain,PENNSYLVANIA
520925,brain,PENNSYLVANIA
4e5,immune,PENNSYLVANIA
163296,hiv,PENNSYLVANIA
94765,aging,PENNSYLVANIA
3768987,aging,PENNSYLVANIA
499999,immune,PENNSYLVANIA
267794,aging,PENNSYLVANIA
324e3,tumor,PENNSYLVANIA
1692046,aging,PENNSYLVANIA
43576,aging,PENNSYLVANIA
4e5,immune,PENNSYLVANIA
433777,tumor,PENNSYLVANIA
570021,aging,PENNSYLVANIA
367869,aging,PENNSYLVANIA
756983,lung,PENNSYLVANIA
422256,alcohol,PENNSYLVANIA
422500,lung,PENNSYLVANIA
614410,hiv,PENNSYLVANIA
55436,aging,PENNSYLVANIA
633621,hiv,PENNSYLVANIA
195732,lung,PENNSYLVANIA
6e3,aging,PENNSYLVANIA
134082,stress,PENNSYLVANIA
293247,tumor,PENNSYLVANIA
352848,tumor,PENNSYLVANIA
35e4,aging,PENNSYLVANIA
127072,aging,PENNSYLVANIA
56118,tumor,PENNSYLVANIA
43576,stress,PENNSYLVANIA
520771,alcohol,PENNSYLVANIA
181253,diabetes,PENNSYLVANIA
64994,hiv,PENNSYLVANIA
282342,alcohol,PENNSYLVANIA
18734,breast,PENNSYLVANIA
449489,immune,PENNSYLVANIA
55440,diabetes,PENNSYLVANIA
651768,hiv,PENNSYLVANIA
221310,diabetes,PENNSYLVANIA
3556865,aging,PENNSYLVANIA
56118,tumor,PENNSYLVANIA
295347,hiv,PENNSYLVANIA
496882,alcohol,PENNSYLVANIA
257843,breast,PENNSYLVANIA
381138,aging,PENNSYLVANIA
85296,alcohol,PENNSYLVANIA
43576,alcohol,PENNSYLVANIA
372595,tumor,PENNSYLVANIA
315369,diabetes,PENNSYLVANIA
75630,stress,PENNSYLVANIA
205696,stress,PENNSYLVANIA
346500,breast,PENNSYLVANIA
562901,aging,PENNSYLVANIA
230379,brain,PENNSYLVANIA
146750,breast,PENNSYLVANIA
613909,hiv,PENNSYLVANIA
122121,hiv,PENNSYLVANIA
231e3,lung,PENNSYLVANIA
336875,brain,PENNSYLVANIA
452434,diabetes,PENNSYLVANIA
336875,brain,PENNSYLVANIA
684127,diabetes,PENNSYLVANIA
231375,brain,PENNSYLVANIA
155130,alcohol,PENNSYLVANIA
122025,brain,PENNSYLVANIA
374952,lung,PENNSYLVANIA
471048,lung,PENNSYLVANIA
451700,lung,PENNSYLVANIA
336552,stress,PENNSYLVANIA
231375,alcohol,PENNSYLVANIA
1353999,brain,PENNSYLVANIA
248250,aging,PENNSYLVANIA
216492,lung,PENNSYLVANIA
745441,diabetes,PENNSYLVANIA
385e3,immune,PENNSYLVANIA
294040,hiv,PENNSYLVANIA
231375,aging,PENNSYLVANIA
48576,immune,PENNSYLVANIA
135288,hiv,PENNSYLVANIA
91365,lung,PENNSYLVANIA
533641,diabetes,PENNSYLVANIA
308e3,aging,PENNSYLVANIA
395142,lung,PENNSYLVANIA
341699,tumor,PENNSYLVANIA
315363,lung,PENNSYLVANIA
310853,brain,PENNSYLVANIA
158e3,aging,PENNSYLVANIA
319550,breast,PENNSYLVANIA
670024,lung,PENNSYLVANIA
516927,aging,PENNSYLVANIA
231e3,aging,PENNSYLVANIA
313504,breast,PENNSYLVANIA
385e3,immune,PENNSYLVANIA
385e3,hiv,PENNSYLVANIA
191706,aging,PENNSYLVANIA
107565,alcohol,PENNSYLVANIA
385e3,lung,PENNSYLVANIA
1547723,stress,PENNSYLVANIA
182468,aging,PENNSYLVANIA
3730151,brain,PENNSYLVANIA
478554,aging,PENNSYLVANIA
231e3,stress,PENNSYLVANIA
201020,lung,PENNSYLVANIA
685055,aging,PENNSYLVANIA
159804,lung,PENNSYLVANIA
231375,lung,PENNSYLVANIA
402499,brain,PENNSYLVANIA
654803,aging,PENNSYLVANIA
216130,brain,PENNSYLVANIA
22669,brain,PENNSYLVANIA
440851,lung,PENNSYLVANIA
385e3,hiv,PENNSYLVANIA
70854,hiv,PENNSYLVANIA
64166,lung,PENNSYLVANIA
330257,alcohol,PENNSYLVANIA
578731,hiv,PENNSYLVANIA
77e3,brain,PENNSYLVANIA
385e3,lung,PENNSYLVANIA
43576,tumor,PENNSYLVANIA
570908,diabetes,PENNSYLVANIA
200030,immune,PENNSYLVANIA
381220,immune,PENNSYLVANIA
167475,breast,PENNSYLVANIA
685522,aging,PENNSYLVANIA
1783338,alcohol,PENNSYLVANIA
331406,brain,PENNSYLVANIA
434841,lung,PENNSYLVANIA
238753,brain,PENNSYLVANIA
599572,lung,PENNSYLVANIA
48576,brain,PENNSYLVANIA
403532,lung,PENNSYLVANIA
249e3,diabetes,PENNSYLVANIA
162777,tumor,PENNSYLVANIA
325945,aging,PENNSYLVANIA
313486,aging,PENNSYLVANIA
317048,breast,PENNSYLVANIA
191787,brain,PENNSYLVANIA
248526,aging,PENNSYLVANIA
228e3,aging,PENNSYLVANIA
385e3,lung,PENNSYLVANIA
438108,diabetes,PENNSYLVANIA
319550,tumor,PENNSYLVANIA
507652,lung,PENNSYLVANIA
762351,hiv,PENNSYLVANIA
156436,brain,PENNSYLVANIA
676488,hiv,PENNSYLVANIA
511603,brain,PENNSYLVANIA
325906,brain,PENNSYLVANIA
385e3,lung,PENNSYLVANIA
678045,hiv,PENNSYLVANIA
296450,hiv,PENNSYLVANIA
385e3,lung,PENNSYLVANIA
231e3,brain,PENNSYLVANIA
549301,hiv,PENNSYLVANIA
114212,hiv,PENNSYLVANIA
268953,diabetes,PENNSYLVANIA
1941351,lung,PENNSYLVANIA
478209,brain,PENNSYLVANIA
732119,alcohol,PENNSYLVANIA
345693,alcohol,PENNSYLVANIA
283527,hiv,PENNSYLVANIA
650190,diabetes,PENNSYLVANIA
339577,hiv,PENNSYLVANIA
1534850,immune,PENNSYLVANIA
1149943,immune,PENNSYLVANIA
48576,tumor,PENNSYLVANIA
215855,hiv,PENNSYLVANIA
447610,stress,PENNSYLVANIA
594571,aging,PENNSYLVANIA
384355,tumor,PENNSYLVANIA
153997,lung,PENNSYLVANIA
1111436,hiv,PENNSYLVANIA
153752,brain,PENNSYLVANIA
609087,breast,PENNSYLVANIA
430619,brain,PENNSYLVANIA
457382,lung,PENNSYLVANIA
192500,hiv,PENNSYLVANIA
177834,aging,PENNSYLVANIA
132221,lung,PENNSYLVANIA
609044,breast,PENNSYLVANIA
67755,brain,PENNSYLVANIA
627087,hiv,PENNSYLVANIA
592277,aging,PENNSYLVANIA
31522,diabetes,PENNSYLVANIA
392803,lung,PENNSYLVANIA
445016,diabetes,PENNSYLVANIA
491988,tumor,PENNSYLVANIA
192500,lung,PENNSYLVANIA
5967418,brain,PENNSYLVANIA
154850,aging,PENNSYLVANIA
92587,brain,PENNSYLVANIA
167475,immune,PENNSYLVANIA
385e3,hiv,PENNSYLVANIA
295911,hiv,PENNSYLVANIA
282328,breast,PENNSYLVANIA
2704375,lung,PENNSYLVANIA
563084,aging,PENNSYLVANIA
192500,stress,PENNSYLVANIA
616520,stress,PENNSYLVANIA
621605,alcohol,PENNSYLVANIA
174625,alcohol,PENNSYLVANIA
392666,brain,PENNSYLVANIA
6e3,breast,PENNSYLVANIA
336875,brain,PENNSYLVANIA
190039,brain,PENNSYLVANIA
4496277,hiv,PENNSYLVANIA
200970,hiv,PENNSYLVANIA
43576,alcohol,PENNSYLVANIA
320069,breast,PENNSYLVANIA
1370095,hiv,PENNSYLVANIA
95148,brain,PENNSYLVANIA
122302,brain,PENNSYLVANIA
192500,hiv,PENNSYLVANIA
385e3,lung,PENNSYLVANIA
594647,lung,PENNSYLVANIA
269500,lung,PENNSYLVANIA
8e4,aging,PENNSYLVANIA
727308,hiv,PENNSYLVANIA
304e3,hiv,PENNSYLVANIA
323677,alcohol,PENNSYLVANIA
153256,aging,PENNSYLVANIA
227760,aging,PENNSYLVANIA
308e3,diabetes,PENNSYLVANIA
192656,aging,PENNSYLVANIA
959096,lung,PENNSYLVANIA
484669,aging,PENNSYLVANIA
292600,lung,PENNSYLVANIA
25e3,lung,PENNSYLVANIA
200970,immune,PENNSYLVANIA
318250,breast,PENNSYLVANIA
336875,stress,PENNSYLVANIA
192500,brain,PENNSYLVANIA
62293,tumor,PENNSYLVANIA
195166,aging,PENNSYLVANIA
1998101,aging,PENNSYLVANIA
392968,brain,PENNSYLVANIA
443297,lung,PENNSYLVANIA
392557,brain,PENNSYLVANIA
54294,stress,PENNSYLVANIA
191875,immune,Others
435463,brain,Others
529761,alcohol,Others
1857688,immune,Others
652041,alcohol,Others
468468,stress,NEW YORK
360372,brain,NEW YORK
347625,aging,NEW YORK
115125,hiv,NEW YORK
1430776,lung,NEW YORK
230250,brain,NEW YORK
636438,hiv,NEW YORK
171871,hiv,NEW YORK
43576,tumor,NEW YORK
43576,alcohol,NEW YORK
281340,hiv,NEW YORK
561811,stress,NEW YORK
197738,aging,NEW YORK
533505,hiv,NEW YORK
182281,alcohol,NEW YORK
383750,aging,NEW YORK
733113,hiv,NEW YORK
255194,tumor,NEW YORK
248960,brain,NEW YORK
327646,aging,NEW YORK
274834,hiv,NEW YORK
386250,lung,NEW YORK
335361,lung,NEW YORK
138550,hiv,NEW YORK
191768,hiv,NEW YORK
316725,brain,NEW YORK
383750,lung,NEW YORK
295648,hiv,NEW YORK
153583,diabetes,NEW YORK
200318,breast,NEW YORK
36720,hiv,NEW YORK
571985,hiv,NEW YORK
51700,hiv,NEW YORK
386250,immune,NEW YORK
267127,hiv,NEW YORK
419115,stress,NEW YORK
43576,lung,NEW YORK
677974,hiv,NEW YORK
237179,aging,NEW YORK
786325,lung,NEW YORK
177430,breast,NEW YORK
537250,lung,NEW YORK
384887,hiv,NEW YORK
715800,aging,NEW YORK
396375,hiv,NEW YORK
140233,hiv,NEW YORK
1189150,hiv,NEW YORK
707262,immune,NEW YORK
48576,brain,NEW YORK
558996,hiv,NEW YORK
478292,lung,NEW YORK
191875,brain,NEW YORK
228913,aging,NEW YORK
200318,tumor,NEW YORK
565572,hiv,NEW YORK
391215,hiv,NEW YORK
383017,hiv,NEW YORK
498875,lung,NEW YORK
563295,immune,NEW YORK
383750,lung,NEW YORK
43576,stress,NEW YORK
447374,aging,NEW YORK
389385,lung,NEW YORK
543277,stress,NEW YORK
511708,breast,NEW YORK
191875,hiv,NEW YORK
365944,tumor,NEW YORK
249e3,stress,Others
1,breast,Others
189375,brain,Others
346556,lung,Others
131048,breast,Others
378750,lung,Others
371250,lung,Others
164756,lung,Others
128775,tumor,Others
314363,tumor,Others
78765,tumor,Others
212583,lung,Others
412459,lung,Others
346556,breast,Others
1838357,lung,Others
352650,aging,Others
496462,hiv,Others
287743,breast,Others
133500,diabetes,Others
32092,breast,Others
205388,hiv,Others
43576,diabetes,Others
362798,hiv,Others
297866,hiv,Others
73250,aging,Others
279604,brain,Others
128911,breast,Others
34702,alcohol,Others
345466,brain,Others
23980998,diabetes,Others
633126,hiv,Others
742550,immune,Others
74750,stress,Others
415787,hiv,Others
35356,lung,Others
1806471,aging,Others
3009911,diabetes,Others
583170,breast,Others
376350,stress,Others
214906,alcohol,Others
657997,breast,Others
373750,lung,Others
448500,brain,Others
622628,stress,Others
432847,stress,CALIFORNIA
149758,alcohol,CALIFORNIA
651654,immune,CALIFORNIA
371250,aging,CALIFORNIA
36137,hiv,CALIFORNIA
2514507,hiv,CALIFORNIA
412500,immune,CALIFORNIA
43009,tumor,CALIFORNIA
237188,alcohol,CALIFORNIA
673090,aging,CALIFORNIA
412500,lung,CALIFORNIA
412500,stress,CALIFORNIA
412500,stress,CALIFORNIA
87750,brain,CALIFORNIA
182929,diabetes,CALIFORNIA
335302,diabetes,CALIFORNIA
37176,diabetes,CALIFORNIA
43118,aging,CALIFORNIA
575744,hiv,CALIFORNIA
7e5,stress,CALIFORNIA
671019,brain,CALIFORNIA
582700,hiv,CALIFORNIA
735600,tumor,CALIFORNIA
340093,tumor,CALIFORNIA
197424,breast,CALIFORNIA
1389182,aging,CALIFORNIA
457901,aging,CALIFORNIA
697062,hiv,CALIFORNIA
319950,alcohol,CALIFORNIA
338250,aging,CALIFORNIA
2369463,aging,CALIFORNIA
779029,stress,CALIFORNIA
819916,stress,CALIFORNIA
412500,aging,CALIFORNIA
565167,hiv,CALIFORNIA
206250,aging,CALIFORNIA
86e3,aging,CALIFORNIA
56118,stress,CALIFORNIA
312987,aging,CALIFORNIA
1233815,aging,CALIFORNIA
215325,aging,CALIFORNIA
43369,diabetes,CALIFORNIA
320100,brain,CALIFORNIA
117016,tumor,CALIFORNIA
221648,aging,CALIFORNIA
376783,alcohol,CALIFORNIA
206250,stress,CALIFORNIA
352688,tumor,CALIFORNIA
502403,aging,CALIFORNIA
462114,stress,CALIFORNIA
206250,aging,CALIFORNIA
74515,stress,CALIFORNIA
366444,brain,CALIFORNIA
692062,brain,CALIFORNIA
495e3,brain,CALIFORNIA
495e3,hiv,CALIFORNIA
1189587,aging,CALIFORNIA
206250,hiv,CALIFORNIA
164993,aging,CALIFORNIA
542957,brain,CALIFORNIA
531858,brain,CALIFORNIA
297e3,alcohol,CALIFORNIA
194890,hiv,CALIFORNIA
588101,breast,CALIFORNIA
475122,aging,CALIFORNIA
818218,aging,CALIFORNIA
41982,hiv,CALIFORNIA
538792,aging,CALIFORNIA
249e3,aging,CALIFORNIA
443875,aging,CALIFORNIA
43576,diabetes,CALIFORNIA
