FUNDING,name,State
656358,hiv,NEW YORK
257476,hiv,NEW YORK
510956,brain,NEW YORK
207824,brain,NEW YORK
490181,hiv,NEW YORK
380225,breast,NEW YORK
144504,brain,NEW YORK
387731,tumor,NEW YORK
84750,immune,NEW YORK
183600,tumor,NEW YORK
559411,brain,NEW YORK
415572,aging,NEW YORK
540613,aging,NEW YORK
710094,lung,NEW YORK
714351,hiv,NEW YORK
207844,hiv,NEW YORK
178050,diabetes,NEW YORK
1039302,hiv,NEW YORK
54294,stress,NEW YORK
322592,immune,NEW YORK
399725,immune,NEW YORK
428128,alcohol,NEW YORK
267559,stress,NEW YORK
168617,lung,NEW YORK
172031,hiv,NEW YORK
84750,breast,NEW YORK
192240,tumor,NEW YORK
423750,stress,NEW YORK
1237380,brain,NEW YORK
974697,brain,NEW YORK
38021,hiv,NEW YORK
556254,diabetes,NEW YORK
381375,hiv,NEW YORK
136080,hiv,NEW YORK
1313623,hiv,NEW YORK
602706,stress,NEW YORK
311170,hiv,NEW YORK
212e3,hiv,NEW YORK
1987779,aging,NEW YORK
167826,stress,NEW YORK
175974,hiv,NEW YORK
228638,alcohol,Others
264572,brain,ILLINOIS
770494,aging,ILLINOIS
517552,brain,ILLINOIS
1e6,aging,CALIFORNIA
464633,lung,Others
976061,hiv,MASSACHUSETTS
649971,aging,NEW YORK
148284,brain,Others
361975,alcohol,Others
246642,alcohol,Others
163683,alcohol,Others
275653,aging,Others
320684,aging,Others
39e4,aging,Others
468691,aging,Others
467758,alcohol,Others
2162e3,tumor,Others
34102,diabetes,Others
438021,hiv,Others
678820,hiv,Others
322369,lung,Others
589938,brain,Others
30324,breast,Others
543936,alcohol,Others
78e3,aging,Others
241441,alcohol,Others
394237,hiv,Others
632227,hiv,Others
312e3,alcohol,Others
489069,brain,Others
498267,alcohol,Others
343200,aging,Others
30852,diabetes,Others
388795,stress,Others
289568,aging,Others
346500,alcohol,Others
144720,aging,Others
78e3,breast,Others
147557,diabetes,Others
122370,alcohol,Others
531285,hiv,Others
721761,hiv,Others
323700,immune,Others
386080,hiv,Others
935716,diabetes,Others
59778,diabetes,Others
319565,aging,Others
351e3,diabetes,Others
41966,alcohol,Others
115573,diabetes,Others
563529,alcohol,Others
458609,diabetes,Others
455336,immune,Others
136445,lung,Others
39e4,stress,Others
268137,alcohol,Others
1702588,alcohol,Others
463254,immune,Others
1e4,aging,Others
862255,alcohol,Others
386436,hiv,Others
500696,brain,Others
158771,diabetes,Others
315900,alcohol,Others
39e3,alcohol,Others
109048,diabetes,Others
323700,immune,Others
684967,immune,Others
648090,lung,Others
45240,diabetes,Others
248999,alcohol,Others
655037,breast,Others
228400,brain,Others
386194,hiv,Others
345956,alcohol,Others
319800,aging,Others
591408,aging,Others
493991,breast,Others
39e4,tumor,Others
752300,hiv,Others
248933,alcohol,Others
234e3,hiv,Others
446968,brain,Others
847699,hiv,Others
342183,alcohol,Others
405674,immune,WASHINGTON
238587,aging,Others
224990,aging,Others
190578,diabetes,Others
726188,brain,CALIFORNIA
295134,hiv,Others
758051,hiv,Others
571080,tumor,WASHINGTON
224825,diabetes,CALIFORNIA
224938,diabetes,CALIFORNIA
2525443,hiv,NEW YORK
772238,hiv,NEW YORK
654028,hiv,NEW YORK
1218888,tumor,CALIFORNIA
177723,aging,Others
854395,immune,CALIFORNIA
248999,brain,Others
249e3,aging,Others
12038,brain,MARYLAND
164576,alcohol,Others
161508,alcohol,Others
511277,hiv,Others
588152,hiv,Others
851690,hiv,CALIFORNIA
56118,hiv,CALIFORNIA
598447,hiv,CALIFORNIA
945450,hiv,CALIFORNIA
477500,hiv,CALIFORNIA
945450,hiv,CALIFORNIA
58002,hiv,CALIFORNIA
1368800,aging,CALIFORNIA
615430,hiv,CALIFORNIA
1232907,hiv,CALIFORNIA
672257,hiv,CALIFORNIA
391550,brain,CALIFORNIA
32368,aging,CALIFORNIA
15e4,aging,Others
1749997,aging,Others
383996,immune,Others
249e3,breast,Others
806294,aging,Others
75600,tumor,Others
442010,immune,Others
784347,tumor,Others
204100,tumor,Others
4e4,hiv,NEW YORK
288893,hiv,NEW YORK
416402,hiv,Others
535999,brain,Others
13500,brain,Others
117672,stress,NEW YORK
382423,brain,CALIFORNIA
400512,hiv,MARYLAND
1220110,brain,MARYLAND
156134,aging,MARYLAND
126e3,aging,MARYLAND
470464,alcohol,MARYLAND
211410,aging,MARYLAND
43576,hiv,MARYLAND
648859,hiv,MARYLAND
626004,hiv,MARYLAND
628724,hiv,MARYLAND
763185,aging,MARYLAND
2291264,lung,MARYLAND
726240,hiv,MARYLAND
43576,hiv,MARYLAND
202500,hiv,MARYLAND
229474,diabetes,MARYLAND
99792,alcohol,MARYLAND
897280,hiv,MARYLAND
81324,hiv,MARYLAND
437248,brain,MARYLAND
25e3,aging,MARYLAND
241282,brain,MARYLAND
229422,immune,MARYLAND
330588,brain,MARYLAND
364387,brain,MARYLAND
336150,breast,MARYLAND
43576,brain,MARYLAND
394519,aging,MARYLAND
688897,hiv,MARYLAND
643821,hiv,MARYLAND
332100,stress,MARYLAND
29977,diabetes,MARYLAND
167171,hiv,MARYLAND
386212,aging,MARYLAND
486740,brain,MARYLAND
353983,brain,MARYLAND
10002,aging,MARYLAND
405e3,tumor,MARYLAND
420496,hiv,MARYLAND
354375,brain,MARYLAND
43576,hiv,MARYLAND
1404266,hiv,MARYLAND
405e3,lung,MARYLAND
749900,hiv,MARYLAND
666924,hiv,MARYLAND
576492,stress,MARYLAND
243e3,hiv,MARYLAND
414503,immune,MARYLAND
808353,hiv,MARYLAND
202500,immune,MARYLAND
715620,aging,MARYLAND
404524,hiv,MARYLAND
405e3,aging,MARYLAND
203750,aging,MARYLAND
398050,hiv,MARYLAND
746856,aging,MARYLAND
176175,aging,MARYLAND
185121,hiv,MARYLAND
175136,hiv,MARYLAND
775833,diabetes,MARYLAND
517974,aging,MARYLAND
405e3,hiv,MARYLAND
443366,brain,MARYLAND
1216180,lung,MARYLAND
393346,hiv,MARYLAND
735198,hiv,MARYLAND
438858,hiv,MARYLAND
227205,aging,MARYLAND
775742,hiv,MARYLAND
336150,breast,MARYLAND
131184,diabetes,MARYLAND
131198,hiv,MARYLAND
203715,hiv,MARYLAND
211481,brain,MARYLAND
656559,brain,MARYLAND
264957,hiv,MARYLAND
221705,hiv,MARYLAND
588329,diabetes,MARYLAND
354375,brain,MARYLAND
424612,tumor,MARYLAND
99999,hiv,MARYLAND
357649,diabetes,MARYLAND
184696,hiv,MARYLAND
655669,breast,MARYLAND
89346,aging,MARYLAND
765732,hiv,MARYLAND
36091,hiv,MARYLAND
25e4,brain,MARYLAND
92e3,brain,MARYLAND
211410,immune,MARYLAND
67785,aging,MARYLAND
210600,aging,MARYLAND
273100,diabetes,MARYLAND
141145,hiv,MARYLAND
244500,stress,MARYLAND
43576,brain,MARYLAND
370575,breast,MARYLAND
526681,aging,MARYLAND
103844,hiv,MARYLAND
24104,diabetes,MARYLAND
390962,stress,MARYLAND
243e3,brain,MARYLAND
185121,hiv,MARYLAND
243e3,hiv,MARYLAND
94774,diabetes,MARYLAND
730404,hiv,MARYLAND
621626,hiv,MARYLAND
1250722,hiv,MARYLAND
584196,hiv,MARYLAND
48576,hiv,MARYLAND
202500,immune,MARYLAND
267287,hiv,MARYLAND
426010,aging,MARYLAND
373053,breast,MARYLAND
243e3,brain,MARYLAND
560059,hiv,MARYLAND
43576,aging,MARYLAND
512205,aging,MARYLAND
473594,breast,MARYLAND
97492,hiv,MARYLAND
166593,hiv,MARYLAND
739406,hiv,MARYLAND
432600,brain,MARYLAND
663046,aging,MARYLAND
407517,hiv,MARYLAND
43576,hiv,MARYLAND
698816,hiv,MARYLAND
285555,aging,MARYLAND
625998,alcohol,MARYLAND
195028,diabetes,MARYLAND
777589,hiv,MARYLAND
772456,hiv,MARYLAND
129325,hiv,MARYLAND
81e3,aging,MARYLAND
535002,hiv,MARYLAND
159640,breast,MARYLAND
43576,hiv,MARYLAND
1625087,alcohol,MARYLAND
714277,hiv,MARYLAND
184676,hiv,MARYLAND
687429,hiv,MARYLAND
94151,immune,MARYLAND
472366,brain,MARYLAND
249e3,breast,MARYLAND
168632,hiv,MARYLAND
134992,hiv,MARYLAND
370575,brain,MARYLAND
124529,aging,MARYLAND
370575,breast,MARYLAND
457669,brain,MARYLAND
761685,aging,MARYLAND
407500,lung,MARYLAND
259832,brain,MARYLAND
202565,aging,MARYLAND
336150,tumor,MARYLAND
548742,hiv,MARYLAND
199392,brain,MARYLAND
177189,hiv,MARYLAND
54570,breast,MARYLAND
120070,hiv,MARYLAND
182779,hiv,MARYLAND
326915,alcohol,MARYLAND
336150,aging,MARYLAND
196211,diabetes,MARYLAND
466156,hiv,MARYLAND
282804,hiv,MARYLAND
787357,aging,MARYLAND
1942750,diabetes,MARYLAND
335670,lung,MARYLAND
778648,diabetes,MARYLAND
244563,brain,MARYLAND
414655,immune,MARYLAND
54294,tumor,MARYLAND
5663547,hiv,MARYLAND
168070,hiv,MARYLAND
243e3,brain,MARYLAND
185706,diabetes,MARYLAND
645119,hiv,MARYLAND
243e3,aging,MARYLAND
274297,breast,MARYLAND
130140,hiv,MARYLAND
405e3,lung,MARYLAND
370575,aging,MARYLAND
1160228,hiv,MARYLAND
48576,brain,MARYLAND
145275,brain,MARYLAND
26374,stress,MARYLAND
197903,immune,MARYLAND
173722,immune,MARYLAND
127561,hiv,MARYLAND
124686,stress,MARYLAND
803164,hiv,MARYLAND
700614,hiv,MARYLAND
303371,tumor,MARYLAND
180900,brain,MARYLAND
43576,stress,MARYLAND
516173,aging,MARYLAND
313519,alcohol,MARYLAND
492113,hiv,MARYLAND
31e4,aging,MARYLAND
41628,alcohol,MARYLAND
211410,tumor,MARYLAND
401521,hiv,MARYLAND
405e3,hiv,MARYLAND
666387,hiv,MARYLAND
630379,hiv,MARYLAND
41278,stress,MARYLAND
403380,lung,MARYLAND
463289,hiv,MARYLAND
98252,hiv,MARYLAND
587391,lung,MARYLAND
393959,hiv,MARYLAND
107423,brain,MARYLAND
458590,aging,MARYLAND
1,hiv,MARYLAND
50625,brain,MARYLAND
688142,lung,MARYLAND
1584490,aging,MARYLAND
336150,aging,MARYLAND
556146,hiv,MARYLAND
551146,brain,MARYLAND
526097,breast,MARYLAND
364500,immune,MARYLAND
619950,aging,MARYLAND
454007,hiv,MARYLAND
405e3,lung,MARYLAND
3753293,brain,MARYLAND
733500,aging,MARYLAND
405e3,immune,MARYLAND
202500,brain,MARYLAND
367739,breast,MARYLAND
185706,stress,MARYLAND
283500,lung,MARYLAND
533313,hiv,MARYLAND
1371707,hiv,MARYLAND
243e3,diabetes,MARYLAND
43576,hiv,MARYLAND
1265495,hiv,MARYLAND
212824,tumor,MARYLAND
315e3,lung,MARYLAND
152179,aging,MARYLAND
237511,hiv,MARYLAND
618943,hiv,MARYLAND
798660,breast,MARYLAND
322357,aging,MARYLAND
285250,brain,MARYLAND
698513,hiv,MARYLAND
605154,brain,MARYLAND
152146,hiv,MARYLAND
136755,brain,MARYLAND
768038,hiv,MARYLAND
354375,aging,MARYLAND
238922,immune,MARYLAND
520175,brain,MARYLAND
809995,hiv,MARYLAND
1492893,hiv,MARYLAND
260664,hiv,MARYLAND
269569,hiv,MARYLAND
43576,stress,MARYLAND
383423,lung,MARYLAND
384750,aging,MARYLAND
478538,stress,MARYLAND
234953,hiv,MARYLAND
156921,stress,MARYLAND
7789591,aging,MARYLAND
372863,tumor,MARYLAND
542440,hiv,MARYLAND
527553,brain,MARYLAND
161608,hiv,MARYLAND
413750,diabetes,MASSACHUSETTS
51153,diabetes,MASSACHUSETTS
150347,brain,MASSACHUSETTS
2340294,diabetes,MASSACHUSETTS
248250,diabetes,MASSACHUSETTS
206875,immune,MASSACHUSETTS
351688,diabetes,MASSACHUSETTS
29476,diabetes,MASSACHUSETTS
47995,diabetes,MASSACHUSETTS
1919986,diabetes,MASSACHUSETTS
413750,diabetes,MASSACHUSETTS
248250,diabetes,MASSACHUSETTS
851576,diabetes,MASSACHUSETTS
372330,diabetes,MASSACHUSETTS
4018286,diabetes,MASSACHUSETTS
586415,diabetes,MASSACHUSETTS
198600,immune,MASSACHUSETTS
256020,aging,PENNSYLVANIA
79e3,breast,CALIFORNIA
603913,diabetes,CALIFORNIA
708127,aging,CALIFORNIA
58e4,diabetes,CALIFORNIA
625807,diabetes,CALIFORNIA
602462,breast,CALIFORNIA
561888,diabetes,CALIFORNIA
535916,diabetes,CALIFORNIA
403878,diabetes,CALIFORNIA
154351,diabetes,CALIFORNIA
192384,lung,CALIFORNIA
622820,diabetes,CALIFORNIA
186893,breast,CALIFORNIA
151107,aging,CALIFORNIA
285296,diabetes,CALIFORNIA
182781,diabetes,CALIFORNIA
1975323,breast,CALIFORNIA
772636,diabetes,CALIFORNIA
146700,hiv,CALIFORNIA
603265,diabetes,CALIFORNIA
128520,aging,Others
311250,breast,Others
730185,stress,OHIO
942527,tumor,PENNSYLVANIA
18600,hiv,Others
8e3,immune,Others
7e3,tumor,Others
15e3,diabetes,Others
21600,hiv,Others
10800,brain,Others
12e3,brain,Others
5e3,tumor,Others
10800,brain,Others
632845,brain,NEW YORK
727568,aging,NEW YORK
671522,aging,Others
310283,brain,CALIFORNIA
304460,aging,CALIFORNIA
210123,alcohol,CALIFORNIA
410663,lung,CALIFORNIA
568700,stress,CALIFORNIA
192488,tumor,CALIFORNIA
442500,immune,CALIFORNIA
429400,diabetes,CALIFORNIA
442500,lung,CALIFORNIA
1945855,immune,CALIFORNIA
337719,immune,CALIFORNIA
936822,hiv,CALIFORNIA
2626706,immune,CALIFORNIA
97564,diabetes,CALIFORNIA
690448,immune,CALIFORNIA
199987,immune,CALIFORNIA
14e4,immune,CALIFORNIA
265500,immune,CALIFORNIA
3015851,immune,CALIFORNIA
1204371,immune,CALIFORNIA
404888,tumor,CALIFORNIA
339116,breast,PENNSYLVANIA
181686,aging,Others
533280,aging,CALIFORNIA
449893,brain,MASSACHUSETTS
234061,aging,PENNSYLVANIA
2582405,tumor,MARYLAND
53e5,hiv,MARYLAND
138750,brain,MARYLAND
228250,brain,MARYLAND
167689,brain,MARYLAND
861767,brain,MARYLAND
2101929,lung,PENNSYLVANIA
499613,brain,CALIFORNIA
985777,alcohol,Others
243691,aging,CALIFORNIA
345625,brain,CALIFORNIA
311063,brain,CALIFORNIA
1225721,brain,CALIFORNIA
697062,immune,Others
332765,hiv,Others
660348,hiv,Others
166537,hiv,Others
74e3,brain,Others
299237,aging,Others
326250,alcohol,Others
963192,tumor,Others
362500,diabetes,Others
5e4,brain,Others
139193,brain,Others
506214,lung,Others
759575,lung,Others
614286,hiv,Others
567957,lung,Others
163875,alcohol,CALIFORNIA
392175,diabetes,CALIFORNIA
34517,alcohol,ILLINOIS
182509,alcohol,ILLINOIS
30370,tumor,ILLINOIS
482154,diabetes,ILLINOIS
310504,hiv,ILLINOIS
313325,tumor,ILLINOIS
339750,alcohol,ILLINOIS
529187,immune,ILLINOIS
345413,tumor,ILLINOIS
240744,alcohol,ILLINOIS
179313,alcohol,ILLINOIS
181040,lung,ILLINOIS
501287,alcohol,ILLINOIS
185638,immune,ILLINOIS
371083,hiv,ILLINOIS
515411,immune,ILLINOIS
34445,alcohol,ILLINOIS
391149,alcohol,Others
337523,alcohol,Others
201058,alcohol,Others
495806,alcohol,Others
40636,alcohol,Others
24818,alcohol,Others
328500,alcohol,Others
171229,hiv,Others
1797060,hiv,Others
391789,hiv,Others
248998,alcohol,Others
37457,hiv,Others
39012,alcohol,Others
34565,alcohol,Others
597308,hiv,Others
540774,hiv,Others
355e3,stress,Others
15e3,alcohol,Others
97910,hiv,Others
209801,diabetes,Others
56240,diabetes,Others
484129,diabetes,Others
29997,diabetes,Others
222e3,diabetes,Others
111e4,diabetes,Others
255278,diabetes,Others
356344,brain,CALIFORNIA
601980,tumor,CALIFORNIA
1033123,aging,MASSACHUSETTS
696567,hiv,ILLINOIS
48576,lung,ILLINOIS
224283,lung,MASSACHUSETTS
477603,immune,PENNSYLVANIA
108e3,aging,PENNSYLVANIA
374576,aging,PENNSYLVANIA
287489,immune,PENNSYLVANIA
348285,aging,CALIFORNIA
341247,stress,Others
391250,brain,Others
297378,aging,MASSACHUSETTS
584183,aging,MASSACHUSETTS
112996,aging,MASSACHUSETTS
27696,aging,Others
433574,stress,Others
35436,stress,Others
7193,stress,Others
435300,lung,Others
155395,diabetes,Others
465720,breast,Others
264377,aging,MASSACHUSETTS
704225,brain,MASSACHUSETTS
594093,hiv,MASSACHUSETTS
85520,aging,MASSACHUSETTS
854998,aging,MASSACHUSETTS
137160,hiv,MASSACHUSETTS
559344,brain,MASSACHUSETTS
704809,brain,MASSACHUSETTS
372199,brain,MASSACHUSETTS
160734,diabetes,MASSACHUSETTS
183744,hiv,MASSACHUSETTS
177611,hiv,MASSACHUSETTS
36830,diabetes,MASSACHUSETTS
138510,brain,MASSACHUSETTS
375445,brain,MASSACHUSETTS
420054,tumor,MASSACHUSETTS
769321,aging,MASSACHUSETTS
260815,brain,MASSACHUSETTS
965618,aging,MASSACHUSETTS
193536,brain,MASSACHUSETTS
2565e3,hiv,MASSACHUSETTS
332101,stress,MASSACHUSETTS
179120,aging,MASSACHUSETTS
175703,hiv,MASSACHUSETTS
605847,hiv,MASSACHUSETTS
58002,breast,MASSACHUSETTS
1044e3,brain,MASSACHUSETTS
451690,hiv,MASSACHUSETTS
249e3,aging,MASSACHUSETTS
453878,breast,MASSACHUSETTS
2237643,tumor,MASSACHUSETTS
185444,brain,MASSACHUSETTS
59970,diabetes,MASSACHUSETTS
94586,brain,MASSACHUSETTS
179280,hiv,MASSACHUSETTS
641312,brain,MASSACHUSETTS
435e3,tumor,MASSACHUSETTS
186192,immune,MASSACHUSETTS
677280,diabetes,MASSACHUSETTS
249e3,aging,MASSACHUSETTS
144328,diabetes,MASSACHUSETTS
152840,lung,MASSACHUSETTS
723583,hiv,MASSACHUSETTS
616222,aging,MASSACHUSETTS
759813,hiv,MASSACHUSETTS
358622,aging,MASSACHUSETTS
559740,brain,MASSACHUSETTS
548882,diabetes,MASSACHUSETTS
230677,aging,MASSACHUSETTS
186192,hiv,MASSACHUSETTS
683254,aging,MASSACHUSETTS
582468,hiv,MASSACHUSETTS
346478,tumor,MASSACHUSETTS
427500,hiv,MASSACHUSETTS
718293,aging,MASSACHUSETTS
859884,hiv,MASSACHUSETTS
325e3,hiv,MASSACHUSETTS
434495,aging,MASSACHUSETTS
194616,aging,MASSACHUSETTS
10688,aging,MASSACHUSETTS
660358,aging,MASSACHUSETTS
375249,diabetes,MASSACHUSETTS
135500,brain,MASSACHUSETTS
770427,brain,MASSACHUSETTS
234016,aging,MASSACHUSETTS
185972,diabetes,MASSACHUSETTS
435e3,hiv,MASSACHUSETTS
174959,stress,MASSACHUSETTS
638470,hiv,MASSACHUSETTS
95040,brain,MASSACHUSETTS
277985,aging,MASSACHUSETTS
205808,lung,MASSACHUSETTS
488169,brain,MASSACHUSETTS
184316,hiv,MASSACHUSETTS
182747,hiv,MASSACHUSETTS
435815,hiv,MASSACHUSETTS
375831,tumor,MASSACHUSETTS
421628,aging,MASSACHUSETTS
1419849,aging,MASSACHUSETTS
374428,aging,MASSACHUSETTS
192920,brain,MASSACHUSETTS
2458248,hiv,MASSACHUSETTS
193447,brain,MASSACHUSETTS
185394,hiv,MASSACHUSETTS
149472,tumor,MASSACHUSETTS
94478,brain,MASSACHUSETTS
128250,aging,MASSACHUSETTS
1581106,brain,MASSACHUSETTS
201682,hiv,MASSACHUSETTS
454843,brain,MASSACHUSETTS
1348678,brain,MASSACHUSETTS
182381,diabetes,MASSACHUSETTS
431300,immune,MASSACHUSETTS
56118,hiv,MASSACHUSETTS
1037212,brain,MASSACHUSETTS
208384,immune,MASSACHUSETTS
555742,hiv,MASSACHUSETTS
162399,diabetes,MASSACHUSETTS
655958,hiv,MASSACHUSETTS
373697,brain,MASSACHUSETTS
87e3,brain,MASSACHUSETTS
367787,aging,MASSACHUSETTS
444847,aging,MASSACHUSETTS
66354,tumor,MASSACHUSETTS
167284,hiv,MASSACHUSETTS
448222,tumor,MASSACHUSETTS
612771,hiv,MASSACHUSETTS
702240,diabetes,MASSACHUSETTS
1197e3,tumor,MASSACHUSETTS
217500,immune,MASSACHUSETTS
272253,aging,MASSACHUSETTS
1161229,aging,MASSACHUSETTS
558932,stress,MASSACHUSETTS
52542,brain,MASSACHUSETTS
183990,hiv,MASSACHUSETTS
805200,tumor,MASSACHUSETTS
389057,aging,MASSACHUSETTS
355522,tumor,MASSACHUSETTS
513e3,hiv,MASSACHUSETTS
55498,tumor,MASSACHUSETTS
186942,diabetes,MASSACHUSETTS
787767,aging,MASSACHUSETTS
477363,brain,MASSACHUSETTS
171223,diabetes,MASSACHUSETTS
412028,aging,MASSACHUSETTS
185409,hiv,MASSACHUSETTS
185972,brain,MASSACHUSETTS
592526,immune,MASSACHUSETTS
184479,hiv,MASSACHUSETTS
66354,aging,MASSACHUSETTS
179280,lung,MASSACHUSETTS
180061,aging,MASSACHUSETTS
1e4,brain,MASSACHUSETTS
643961,aging,MASSACHUSETTS
179058,breast,MASSACHUSETTS
256500,brain,MASSACHUSETTS
537079,hiv,MASSACHUSETTS
132570,brain,MASSACHUSETTS
822455,hiv,MASSACHUSETTS
382359,aging,MASSACHUSETTS
338e3,brain,MASSACHUSETTS
532832,aging,MASSACHUSETTS
395711,breast,MASSACHUSETTS
589282,hiv,MASSACHUSETTS
712125,aging,MASSACHUSETTS
320682,tumor,MASSACHUSETTS
2027e3,aging,MASSACHUSETTS
172343,brain,MASSACHUSETTS
677379,aging,MASSACHUSETTS
835745,brain,MASSACHUSETTS
435e3,hiv,MASSACHUSETTS
1342347,aging,MASSACHUSETTS
504450,hiv,MASSACHUSETTS
114404,brain,MASSACHUSETTS
186192,hiv,MASSACHUSETTS
688234,aging,MASSACHUSETTS
528877,aging,MASSACHUSETTS
632304,diabetes,MASSACHUSETTS
444129,aging,MASSACHUSETTS
731458,hiv,MASSACHUSETTS
256500,aging,MASSACHUSETTS
379997,aging,MASSACHUSETTS
137160,brain,MASSACHUSETTS
861119,hiv,MASSACHUSETTS
127869,aging,MASSACHUSETTS
742896,aging,MASSACHUSETTS
586944,immune,MASSACHUSETTS
574016,stress,MASSACHUSETTS
221161,brain,MASSACHUSETTS
186192,aging,MASSACHUSETTS
823096,aging,MASSACHUSETTS
62010,alcohol,MASSACHUSETTS
552890,brain,MASSACHUSETTS
398025,tumor,MASSACHUSETTS
35e3,aging,MASSACHUSETTS
194536,aging,MASSACHUSETTS
1469898,diabetes,MASSACHUSETTS
708379,lung,MASSACHUSETTS
451878,immune,MASSACHUSETTS
1397373,hiv,MASSACHUSETTS
370335,diabetes,MASSACHUSETTS
702506,hiv,MASSACHUSETTS
44483,hiv,MASSACHUSETTS
213750,aging,MASSACHUSETTS
159192,diabetes,MASSACHUSETTS
185410,aging,MASSACHUSETTS
184691,alcohol,MASSACHUSETTS
605115,aging,MASSACHUSETTS
57042,alcohol,MASSACHUSETTS
700752,immune,MASSACHUSETTS
369812,brain,MASSACHUSETTS
25817,diabetes,MASSACHUSETTS
358179,aging,MASSACHUSETTS
2277111,immune,MASSACHUSETTS
256500,brain,MASSACHUSETTS
57042,brain,MASSACHUSETTS
685269,hiv,MASSACHUSETTS
256500,diabetes,MASSACHUSETTS
747720,hiv,MASSACHUSETTS
276e3,immune,MASSACHUSETTS
289375,aging,MASSACHUSETTS
106056,aging,MASSACHUSETTS
69600,hiv,MASSACHUSETTS
368043,tumor,MASSACHUSETTS
179280,aging,MASSACHUSETTS
540897,hiv,MASSACHUSETTS
9208835,lung,MASSACHUSETTS
2275025,brain,MASSACHUSETTS
600485,hiv,MASSACHUSETTS
350721,aging,MASSACHUSETTS
60243,diabetes,MASSACHUSETTS
341250,brain,MASSACHUSETTS
339300,stress,MASSACHUSETTS
422887,hiv,MASSACHUSETTS
397607,aging,MASSACHUSETTS
2152225,brain,MASSACHUSETTS
58002,breast,MASSACHUSETTS
1082901,brain,MASSACHUSETTS
78e4,brain,MASSACHUSETTS
550228,tumor,MASSACHUSETTS
39e4,aging,MASSACHUSETTS
329505,brain,MASSACHUSETTS
420818,aging,MASSACHUSETTS
4028422,aging,MASSACHUSETTS
301392,breast,MASSACHUSETTS
6e5,brain,MASSACHUSETTS
56118,brain,MASSACHUSETTS
58002,aging,MASSACHUSETTS
58002,hiv,MASSACHUSETTS
530389,breast,MASSACHUSETTS
478593,stress,MASSACHUSETTS
58002,brain,MASSACHUSETTS
468e3,brain,MASSACHUSETTS
54294,tumor,MASSACHUSETTS
432182,aging,MASSACHUSETTS
299332,tumor,MASSACHUSETTS
249e3,aging,MASSACHUSETTS
297784,aging,MASSACHUSETTS
556977,brain,MASSACHUSETTS
319719,brain,MASSACHUSETTS
725409,brain,MASSACHUSETTS
33426,brain,MASSACHUSETTS
178191,aging,MASSACHUSETTS
229917,aging,MASSACHUSETTS
875880,brain,MASSACHUSETTS
683847,tumor,MASSACHUSETTS
627975,tumor,MASSACHUSETTS
15e4,aging,MARYLAND
547852,diabetes,Others
482250,brain,Others
391250,aging,Others
320825,brain,Others
234750,brain,Others
357994,lung,Others
183893,breast,Others
237975,brain,Others
170408,breast,Others
219491,lung,Others
204233,breast,Others
497395,aging,Others
415e3,lung,Others
363713,immune,Others
345825,diabetes,Others
621479,aging,Others
409423,lung,Others
312853,aging,Others
1939829,aging,Others
263940,tumor,Others
594303,breast,Others
343817,tumor,Others
179852,aging,Others
397500,brain,Others
675236,breast,Others
268313,alcohol,Others
377800,aging,Others
165456,immune,Others
237600,aging,Others
194291,hiv,Others
428006,aging,Others
353111,diabetes,Others
357750,tumor,Others
324775,aging,Others
363713,tumor,Others
42276,tumor,Others
307619,aging,Others
238500,brain,Others
46296,tumor,Others
329925,tumor,Others
89040,lung,Others
380685,lung,Others
478820,breast,Others
615792,lung,Others
397500,diabetes,Others
242078,aging,Others
274025,lung,Others
327228,tumor,Others
636149,tumor,Others
410025,aging,Others
442262,tumor,Others
590107,breast,Others
457472,aging,Others
405345,lung,Others
238500,aging,Others
499713,breast,Others
156394,aging,Others
780426,hiv,Others
357750,alcohol,Others
538598,aging,Others
363713,tumor,Others
347813,brain,Others
363713,tumor,Others
397500,aging,Others
1299901,breast,Others
293037,tumor,Others
329925,tumor,Others
527128,breast,Others
170446,hiv,Others
739434,aging,Others
235e4,breast,Others
554461,aging,Others
378828,aging,Others
603871,breast,Others
43576,aging,Others
43776,tumor,Others
505728,hiv,Others
429300,diabetes,Others
767193,breast,Others
170856,lung,Others
727834,aging,Others
540586,lung,Others
690241,hiv,Others
250963,lung,Others
1748419,aging,Others
395e3,brain,MASSACHUSETTS
152072,aging,MASSACHUSETTS
374218,aging,MASSACHUSETTS
469690,brain,MASSACHUSETTS
345625,brain,MASSACHUSETTS
561937,brain,MASSACHUSETTS
157733,brain,MASSACHUSETTS
398811,stress,MASSACHUSETTS
706152,stress,MASSACHUSETTS
311063,aging,MASSACHUSETTS
574641,aging,MASSACHUSETTS
153455,brain,MASSACHUSETTS
734474,aging,MASSACHUSETTS
163988,brain,MASSACHUSETTS
674099,stress,MASSACHUSETTS
1223114,brain,MASSACHUSETTS
232875,brain,MASSACHUSETTS
237056,brain,MASSACHUSETTS
738457,stress,MASSACHUSETTS
54804,stress,MASSACHUSETTS
469426,aging,Others
224278,hiv,Others
866742,aging,Others
45576,tumor,Others
45666,diabetes,Others
631571,hiv,Others
630760,lung,Others
362925,breast,Others
802301,breast,Others
377621,lung,Others
653285,breast,Others
379928,lung,Others
290469,tumor,Others
101289,diabetes,Others
351703,breast,Others
198197,hiv,Others
267752,aging,Others
530508,diabetes,Others
228980,hiv,Others
